ID,response,IL1,IL2,IL3,IL4,CIL1,CIL2,CIL3,CLI4,prime,score1,score2,score3,score4,score5,contact_type,day,hour,device
11647,0,Follow-Up Notification,null,null,null,null,null,null,null,0,0,null,null,null,null,null,4,17,D-70
10680,0,Account Assistance / Mycd Settings,Payment Assistance,Kindle Installment Plan,Check Remaining Balance,Carnac Suggested,Order Related,null,null,1,0.9,null,null,null,null,null,3,9,D-16
3060,0,Kindle Tablet,Physical Damage/Defect,Screen Issue,Other Out Of Warranty - No Action Taken,Amazon Devices And Kindle Apps,Kindle Fire Tablet,Something else,null,1,0.2,null,null,null,null,null,2,6,D-1
11463,0,Prime Subscription,Subscription Modification,Cancel,Cancel Paid Subscription - Full Refund,Carnac Suggested,Something else,Other issues,null,0,null,null,null,null,null,null,2,16,D-70
7622,0,Account Assistance,Parental Controls,Pin,C. Education - Pin Enable,null,null,null,null,1,0.1,null,null,null,null,null,2,18,D-70
10710,0,Reading App,Not Able To Open Content,Latest App Version Needed,Software Update Fixed The Issue.,Amazon Devices And Kindle Apps,Kindle E-reader,Something else,null,1,2,0.165075511,0,0,-1,0,3,8,D-51
215,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,1,0,null,null,null,null,null,1,10,D-57
8306,0,Content,Book Syncing & Download Issues,Shows Completed / Not On Homepage,Resent Content - Fixed Issue,Amazon Devices And Kindle Apps,Kindle E-reader,Something else,null,0,0.025,0.205320303,0,0,0,0,5,9,D-34
13239,0,Companion Device Operations,Second Screen - Fire Tv,Basic Info / How-To-Whisperplay,C. Education - General Info,null,null,null,null,0,null,0.1273388,0,0,-1,4,0,8,D-70
4837,0,Content,Book Syncing & Download Issues,Shows Completed / Not On Homepage,Resent Content - Fixed Issue,null,null,null,null,1,1.2,null,null,null,null,null,5,8,D-6
4655,0,Kindle Tablet,Basic Info / How-To,Basic Navigation,C. Education - Home Button,null,null,null,null,1,1,0.210158631,22.22,33.33,0,0,0,19,D-17
7727,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,1,2,0.25448643,0,100,0,0,2,23,D-17
11394,0,Account,Payment,Manage 1-Click,Set-Up 1-Click,null,null,null,null,1,1.1,null,null,null,null,null,3,16,D-49
10321,0,Reading App,Not Able To Sync With Account,Unknown Cause,Deregister/Reregister - Fixed The Issue,null,null,null,null,1,0.75,0.205320303,16.66,16.66,0,0,6,13,D-52
8117,0,Replaced Device,Device Freezes / Restarts,Restart Loop,Unknown Cause,null,null,null,null,1,2,0.165075511,0,0,-1,0,0,6,D-17
11892,0,Replaced Device,Software Issue,Powering On Device,Unknown Cause,Carnac Suggested,Amazon Devices,Fire TV,null,1,2,null,null,null,null,null,2,14,D-27
8670,0,Content,Book Purchase / Availability,Payment Issue,Updated Cc & Billing Addr.,null,null,null,null,0,0,null,null,null,null,null,2,18,D-17
8559,0,Content,Book Syncing & Download Issues,Shows Completed / Not On Homepage,Resent Content - Fixed Issue,Digital Services,Kindle eBooks,Kindle E-reader,Problems downloading content,1,0.15,0.165075511,0,0,-1,0,5,15,D-64
13717,1,Apps / Games,Availability,App Availability,C. Education - Compatible Apps,null,null,null,null,1,0,null,null,null,null,null,0,12,D-49
8537,0,Freetime,Freetime Unlimited / Subscription,Cancel/Reactivate Subscription,null,null,null,null,null,1,null,null,null,null,null,null,3,12,D-16
2096,0,Content,Book Syncing & Download Issues,Shows Completed / Not On Homepage,Resent Content - Fixed Issue,Amazon Devices And Kindle Apps,Kindle Fire Tablet,Kindle eBooks and Newsstand,Return a Kindle Book,1,2,0.205320303,20,0,100,0,1,12,D-17
2445,0,Content,Kindle Unlimited,Payment / Subscription Issues,Subscription Refunded,Carnac Suggested,Unknown Charge,null,null,1,2,null,null,null,null,null,0,11,D-24
2855,0,Content,Kindle Unlimited,Payment / Subscription Issues,Subscription Refunded,Amazon Devices And Kindle Apps,Kindle Fire Tablet,Kindle Freetime,null,1,0,0.25448643,0,100,0,0,0,11,D-47
7607,0,Kindle Tablet Apps,E-Mail/Contacts App,E-Mail Troubleshooting,Clear Data - Fixed Issue,null,null,null,null,1,0.5,0.621632447,62.5,12.5,0,0,4,13,D-52
411,1,Content,Book Purchase / Availability,Purchase Content,C. Education - From App,null,null,null,null,1,2,null,null,null,null,null,3,14,D-22
498,0,Kindle Tablet,Basic Info / How-To,Parental Controls,C. Education - Forgotten Password,null,null,null,null,1,0,0.210158631,0,66.66,0,0,5,15,D-16
3881,0,Account Assistance / Mycd Settings,Other Account/Mycd Assistance,Other Account Maintenance,C. Education,null,null,null,null,1,2,0.586225982,66.66,33.33,-1,0,3,8,D-28
12236,0,Kindle Tablet,Basic Info / How-To,Backup Restore,C. Education -  General Questions,null,null,null,null,1,0,0.205320303,0,0,0,0,3,13,D-67
476,0,Content,Book Purchase / Availability,Purchase Content,C. Education - From Device,Order Related,Problem with an order,Missing item or parts,Entire item missing from shipment,1,0,0.165075511,0,0,-1,0,1,15,D-14
7492,0,Video Subscription,Cancelled Subscription,Video Subscription,Customer Canceled,null,null,null,null,1,0,null,null,null,null,null,1,15,D-49
4163,0,Video Subscription,Refund/Cancel My Order,Video Subscription,Refund - Accidental,Prime Or Something Else,Subscribe With Amazon Subscription,I Need Help Managing My Subscription Settings Or Payment Method,null,0,0,null,null,null,null,null,4,11,D-49
3028,0,Kindle Tablet,Basic Info / How-To,Parental Controls,C. Education - Parental Controls Setup,null,null,null,null,1,0,0.205320303,0,0,0,0,2,17,D-16
1400,0,Replaced Device,Fire Tv / Stick Interior Hardware,Loose / Rattling,Unknown Cause,Amazon Devices And Kindle Apps,Fire TV,My Fire Tv Is Frozen Or Wont Turn On,null,1,2,null,null,null,null,null,1,8,D-49
2872,0,Kindle Tablet,Basic Info / How-To,"Households, Profiles, And Family Library",C. Education -  General Questions,Amazon Devices And Kindle Apps,Kindle E-reader,Something else,null,0,2,0.374049967,100,0,-1,0,5,11,D-28
11634,0,Content,Kindle Unlimited,Payment / Subscription Issues,Subscription Refunded,null,null,null,null,0,0,null,null,null,null,null,3,6,D-70
11022,0,Kindle Tablet,Basic Info / How-To,Storage /  Space,C. Education - How To,null,null,null,null,0,0,0.205320303,14.28,0,0,0,0,11,D-17
10469,0,Replaced Device,Screen,Crack On Surface,Customer Dropped,null,null,null,null,1,0,null,null,null,null,null,3,9,D-50
7957,0,Content,Content Quality,Corrupt - Won'T Open,Delete/Redownload,null,null,null,null,0,2,0.205320303,0,0,0,0,3,15,D-46
12242,0,Content,Kindle Unlimited,Payment / Subscription Issues,Subscription Refunded,null,null,null,null,1,2,null,null,null,null,null,1,13,D-70
9871,0,Content,Content Returns / Refunds,Accidental Order,Outside Of Policy - Exception Granted,null,null,null,null,1,0.2,null,null,null,null,null,1,13,D-70
12093,0,Content,Kindle Unlimited,Payment / Subscription Issues,Subscription Refunded,null,null,null,null,0,0,null,null,null,null,null,3,13,D-6
5092,0,Wms / Order Support / Edge-Cases,Charge Related Inquiries,Unknown Charge,C. Education - Identified Order,Amazon Devices And Kindle Apps,Kindle Fire Tablet,Something else,null,1,0.7,0.205320303,0,0,0,0,3,10,D-16
11541,1,Kindle Tablet,Device Return,Did Not Meet Expectations,Processed Return,Order Related,More order issues,Other order question or issue,null,1,0.5,0.268056055,50,0,-1,0,1,8,D-16
4223,0,Kindle Tablet,Touch Screen Defects,Touch Screen Too Sensitive - Hard Restart Fixed,null,null,null,null,null,0,0.05,null,null,null,null,null,2,14,D-11
6383,0,Reading App,Basic Info / How-To,Basic Navigation,null,null,null,null,null,1,0,0.169913838,0,50,-1,0,6,14,D-47
4646,0,Kindle Tablet,Software Update,Already Has The Update,null,null,null,null,null,1,0,0.621632447,61.53,3.84,0,0,4,14,D-17
2228,0,Kindle Tablet,Battery / Charging Issue,Kindle Won'T Charge,Out Of Warranty - No Action Taken,null,null,null,null,1,0,null,null,null,null,null,5,5,D-70
148,0,Kindle E-Ink,Lost / Stolen Kindle,Request To Deactivate Lost/Stolen Kindle,Verified Ownership - Deactivated,null,null,null,null,1,0.25,null,null,null,null,null,5,10,D-37
1727,0,Account Assistance / Mycd Settings,Other Account/Mycd Assistance,Mycd Issue,C. Education,Returns And Refunds Support,null,null,null,1,2,null,null,null,null,null,6,11,D-17
3897,0,Kindle Tablet,Wireless Connection  Wi-Fi,How To Setup Wi-Fi,C. Education - Instructions Provided,null,null,null,null,1,0,0.205320303,0,0,0,0,1,8,D-43
4340,0,Kindle Tablet,Basic Info / How-To,Basic Navigation,C. Education - Quick Settings Navigation,null,null,null,null,1,0.1,null,null,null,null,null,2,20,D-16
4842,0,Kindle Tablet,Basic Info / How-To,Storage /  Space,C. Education - How To,null,null,null,null,0,0.5,null,null,null,null,null,3,16,D-6
8211,0,Content,Content Quality,Poor Quality,Info Requested / Instructions Sent,null,null,null,null,1,0.5,0.165075511,0,0,-1,0,4,14,D-16
13109,0,Freetime,Freetime Unlimited / Subscription,Refund,null,null,null,null,null,0,0.05,null,null,null,null,null,4,18,D-70
8424,0,Content,Book Syncing & Download Issues,Shows Completed / Not On Homepage,Info Requested / Instructions Sent,null,null,null,null,0,0.1,null,null,null,null,null,1,12,D-64
8818,0,Follow-Up Notification,null,null,null,null,null,null,null,0,0,null,null,null,null,null,5,8,D-70
92,0,Content,Kindle Unlimited,Payment / Subscription Issues,Subscription Refunded,null,null,null,null,0,1.05,null,null,null,null,null,6,16,D-22
13276,0,Content,Kindle Unlimited,Payment / Subscription Issues,Subscription Refunded,null,null,null,null,1,0.1,null,null,null,null,null,2,8,D-70
9039,0,Kindle Tablet,Lost / Stolen Kindle,Request To Deactivate Lost/Stolen Kindle,Verified Ownership - Deactivated,null,null,null,null,0,0.05,null,null,null,null,null,2,12,D-55
10572,0,Freetime,Freetime Unlimited / Subscription,Cancel/Reactivate Subscription,null,null,null,null,null,1,0,null,null,null,null,null,2,12,D-16
4248,0,Fire Tv / Stick,Software Issue,Video / Tv Issues,Troubleshooting Resolved Issue,null,null,null,null,1,0.3,0.167583593,0,0,0,4,1,12,D-70
6909,0,Kindle Tablet Apps,E-Mail/Contacts App,E-Mail Troubleshooting,Restart - Fixed Issue,null,null,null,null,1,0.6,0.268056055,33.33,0,-1,0,6,14,D-6
5545,0,Content,Book Syncing & Download Issues,Stuck In To Do Queue,Resent Content - Fixed Issue,null,null,null,null,1,2,0.308300847,50,0,0,0,0,10,D-34
6230,0,Content,Book Purchase / Availability,Payment Issue,Updated Cc & Billing Addr.,null,null,null,null,1,0,0.165075511,0,0,-1,0,3,7,D-70
6785,0,Reading App,Basic Info / How-To,Download/Install/Upgrade,C. Education - Update App,null,null,null,null,1,null,null,null,null,null,null,3,18,D-44
4901,0,Content,Periodicals & Newsstand,Cancelling Trial Or Subscription,Cancelled Subscription,null,null,null,null,1,0,null,null,null,null,null,3,16,D-70
13404,0,Content,Kindle Unlimited,C. Education,Updated Payment Method,null,null,null,null,0,0,0.205320303,0,0,0,0,4,5,D-16
13477,0,Content,Kindle Unlimited,Payment / Subscription Issues,Turned Auto Renew On/Off,null,null,null,null,1,0,null,null,null,null,null,3,15,D-37
12728,0,Kindle Tablet,Printing,Email,C. Education - How-To,null,null,null,null,1,0.75,null,null,null,null,null,4,11,D-42
12636,0,Kindle Tablet,Basic Info / How-To,Storage /  Space,C. Education - How To,null,null,null,null,0,null,null,null,null,null,null,2,6,D-6
3292,0,Content,Kindle Unlimited,Payment / Subscription Issues,Subscription Refunded,null,null,null,null,1,0,null,null,null,null,null,0,14,D-37
4492,0,Kindle Tablet,Software Update,Already Has The Update,null,null,null,null,null,1,0,0.205320303,0,0,0,0,2,12,D-37
849,0,Kindle Tablet Apps,App Store,Unable To Open App,Cleared Data - Appstore,null,null,null,null,1,2,null,null,null,null,null,6,13,D-16
9172,0,Pre Purchase Info,Kindle Content Related,Purchasing Related,General Info Provided,null,null,null,null,0,null,0.414294759,100,0,100,0,4,12,D-31
11844,0,Reading App,Basic Info / How-To,Basic Navigation,null,null,null,null,null,1,0,null,null,null,null,null,5,10,D-22
5693,0,Content,Book Purchase / Availability,Purchase Content,C. Education - From Website / Search Results,null,null,null,null,0,2,0.210158631,20,40,50,0,0,10,D-22
8943,0,Content,Kindle Unlimited,Payment / Subscription Issues,Uknown $9.99 Charge -Kindle Unlimted Membership Fee.,null,null,null,null,0,0,null,null,null,null,null,3,13,D-57
7369,0,Content,Kindle Unlimited,Payment / Subscription Issues,Uknown $9.99 Charge -Kindle Unlimted Membership Fee.,null,null,null,null,0,0.2,null,null,null,null,null,1,11,D-57
291,0,Content,Book Syncing & Download Issues,Shows Completed / Not On Homepage,Info Requested / Instructions Sent,null,null,null,null,1,0.3,0.165075511,0,0,-1,0,3,9,D-17
12478,0,Fire Tv / Stick,Basic Info / How-To,Device Installation,C. Education - General Info,null,null,null,null,1,0,0.336313256,100,0,-1,4,5,7,D-49
6370,1,Content,Book Syncing & Download Issues,Missing From Cloud/Archived Items,Undetermined - Filed Tt,null,null,null,null,1,0.1,null,null,null,null,null,4,14,D-20
10071,0,Content,Book Purchase / Availability,Payment Issue,Updated Cc & Billing Addr.,null,null,null,null,1,0,0.214241638,0,100,-1,0,6,11,D-16
7959,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,1,0,null,null,null,null,null,2,10,D-70
10123,0,Content,Book Syncing & Download Issues,Shows Completed / Not On Homepage,Resent Content - Fixed Issue,null,null,null,null,1,0,0.165075511,0,0,-1,0,5,9,D-70
12460,1,Kindle Tablet,Wireless Connection  Wi-Fi,Won'T Connect To Network,Restart - Fixed Issue,null,null,null,null,0,0,0.414294759,100,0,0,0,1,10,D-17
1111,0,Kindle Tablet,Alexa On Tablet,Basic Info / How-To,C. Education - General Info,null,null,null,null,1,0.75,0.268056055,54.54,0,-1,0,0,3,D-17
9263,0,Pre Purchase Info,Kindle Content Related,Purchasing Related,General Info Provided,null,null,null,null,0,0.1,0.165075511,0,0,-1,0,5,12,D-70
13159,0,Kindle Tablet,Basic Info / How-To,"Households, Profiles, And Family Library",C. Education - Set Up,null,null,null,null,0,0,null,null,null,null,null,5,17,D-37
2397,0,Content,Content Returns / Refunds,Accidental Order,Refunded,Digital Services,Kindle eBooks,Kindle Fire Tablet,Something else,1,0.25,null,null,null,null,null,0,14,D-53
4446,0,Account Assistance / Mycd Settings,Device Registration Assistance,Registering Kindle To Account,Registered Device For Customer,Amazon Devices And Kindle Apps,Kindle E-reader,I need help registering my Kindle,null,1,0.175,null,null,null,null,null,6,10,D-38
3266,1,Content,Book Syncing & Download Issues,Last Page Read Question / Issue,Sw Version Update Fixed Issue,Order Related,Wheres my stuff?,Check status of order,null,0,null,null,null,null,null,null,6,13,D-57
10182,0,Account Assistance,Device Registration Assistance,Register Fire Tv To Account,C. Education - Registration Info Provided,null,null,null,null,1,0.4,null,null,null,null,null,2,19,D-45
4300,0,Account Assistance,Prime,Subscription / Eligibility,Cancel Prime,null,null,null,null,1,0,null,null,null,null,null,1,11,D-70
8508,0,Content,Content Quality,Corrupt - Won'T Open,Hard Restart - Fixed Issue,null,null,null,null,0,0,0.165075511,0,0,-1,0,4,9,D-25
628,0,Content,Book Syncing & Download Issues,Shows Completed / Not On Homepage,Resent Content - Fixed Issue,null,null,null,null,0,0,null,null,null,null,null,6,13,D-29
8637,1,Content,Content Returns / Refunds,Accidental Order,Refunded,Digital Services,Kindle eBooks,Kindle E-reader,Something else,1,0,null,null,null,null,null,0,17,D-70
8629,0,Freetime,Freetime Unlimited / Subscription,Cancel/Reactivate Subscription,null,null,null,null,null,1,0,null,null,null,null,null,6,10,D-38
3863,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,0,null,null,null,null,null,null,3,14,D-70
7732,0,Accessory,Amazon Brand Accessory Issue,Adapter/Cable Won'T Charge Kindle,Replaced Accessory,null,null,null,null,0,0,null,null,null,null,null,3,7,D-70
13070,0,Kindle E-Ink,Facebook/Goodreads/Twitter,Goodreads,C. Education - Basic Navigation,null,null,null,null,0,0,0.621632447,61.9,0,0,0,2,12,D-52
3748,0,Content,Kindle Unlimited,Payment / Subscription Issues,Uknown $9.99 Charge -Kindle Unlimted Membership Fee.,null,null,null,null,0,0.1,null,null,null,null,null,4,19,D-16
4435,1,Fire Tv / Stick,Connection Issues,Won'T Connect To Network,Instructions Sent / Asked Customer To Call,null,null,null,null,1,2,0.1273388,0,0,-1,4,5,8,D-27
12104,0,Content,Kindle Unlimited,Payment / Subscription Issues,Subscription Refunded,Prime Or Something Else,Unknown Charge,null,null,1,2,null,null,null,null,null,0,20,D-22
7022,0,Content,Kindle Unlimited,Payment / Subscription Issues,Uknown $9.99 Charge -Kindle Unlimted Membership Fee.,null,null,null,null,0,0.5,0.210158631,0,50,0,0,0,11,D-25
2328,0,Kindle Tablet,Wireless Connection  Wi-Fi,Won'T Connect To Network,Software Update - Fixed Issue,null,null,null,null,1,1.55,null,null,null,null,null,4,6,D-37
3926,0,Kindle Tablet,Basic Info / How-To,"Households, Profiles, And Family Library",C. Education - Set Up,null,null,null,null,1,0,0.210158631,0,33.33,0,0,3,17,D-29
13495,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,1,0,null,null,null,null,null,2,17,D-57
12226,0,Content,Kindle Unlimited,Payment / Subscription Issues,Uknown $9.99 Charge -Kindle Unlimted Membership Fee.,null,null,null,null,0,0,null,null,null,null,null,2,9,D-70
